pokemon_id,pokemon_name,gen_number,base_hp,base_attack,base_defense,base_sp_attack,base_sp_def,base_speed,description,evolution
35,Clefairy,1,70,45,48,60,65,35,"Clefairy is a bipedal, pink Pokémon with a chubby, vaguely star-shaped body. A small, pointed tooth protrudes from the upper left corner of its mouth. It has wrinkles beside its black, oval eyes, a single dark pink oval marking on each cheek, and large, pointed ears with brown tips. A tuft of fur curls over its forehead, much like its large, upward-curling tail. Each stocky arm has two small claws and a thumb on each hand, and both feet have a single toenail. There is a pair of tiny, butterfly-shaped wings on its back. Though incapable of flight, Clefairy's wings can store moonlight and allow it to float. Clefairy is very shy and rarely shows itself to humans. On the rare occasions that Clefairy comes down from its mountain home , it can be seen dancing underneath the full moon's light. The area surrounding their dance is enveloped in a magnetic field. Once the sun rises, it returns home, where it sleeps nestled with other Clefairy. There have been many sightings of Clefairy during the morning aftermath of the full moon. In the Pokémon the Series episode Clefairy Tales , Clefairy is depicted as an extraterrestrial Pokémon . Clefairy is known to be popular thanks to both its adorable look and behavior. As mentioned in Pokémon Sleep , anyone who sees a Clefairy using Metronome while sleeping will receive happiness. This sighting is considered to be a very unusual sight to witness. Before Generation V , Clefairy and its evolutionary relatives were the only known Pokémon that could have Magic Guard as an Ability .",Clefairy evolves from Cleffa and evolves into Clefable .
122,Mr. Mime,1,40,45,65,100,120,90,"Mr. Mime is a bipedal, humanoid Pokémon . Blue growths resembling clown hair extend from the sides of its pale pink head, and there is a magenta circle on each cheek. Its jaw is curved inward, resembling the mouth of a wooden dummy. It has a round, white body with a magenta spot in the middle, light pink arms and legs that connect to its body via magenta spheres, and small white coverings over its knees. Its white hands resemble gloves with magenta pads on the tips of its white fingers and its dark blue feet curl upward at the tips. From birth, this Pokémon is an excellent pantomime. As it matures, it gains the ability to solidify air molecules by vibrating its fingertips. This ability allows it to create invisible objects with its gestures. It punishes those who interrupt its act or are not impressed by slapping them. In the TCG , Mr. Mime is shown to be adept at rock climbing. Mr. Mime is usually very rare but can be found in suburban areas . As mentioned in Pokémon Sleep , it is hard to tell whether Mr. Mime is either sleeping or pretending to be asleep due to its masterful pantomime skills. In Generation II , Substitute was its signature move . Prior to Generation VI and in Generation VIII , Mr. Mime and its pre-evolved form, Mime Jr. , were the only known Pokémon that could have Filter as an Ability .",Mr. Mime evolves from Mime Jr.
143,Snorlax,1,160,110,65,65,110,30,"Snorlax is a huge, bipedal, dark blue-green mammalian Pokémon with a cream-colored face, belly, and feet. Its body is composed of mostly its belly, as its limbs are comparatively small. Its head is large with small, pointed ears, and two pointed teeth protruding from its lower jaw. It has round feet, which both have three claws and a circular brown paw pad, and short arms with five claws on each hand. Snorlax's bulk makes it the heaviest Normal type. Snorlax is often found in mountains and forests . It wakes up only to eat, requiring between 880-900 lbs. (399-400 kg) of food per day before returning to its slumber, although it can also eat while it is resting. It is not a picky eater, as its strong stomach allows it to eat even moldy food without feeling any ill effects. Once a Snorlax enters its slumber, it is almost impossible to wake it up. A Poké Flute is one of the few things that can awaken Snorlax from its slumber. It can even handle thorny plants or Muk 's poison. Snorlax is docile enough to let children and small Pokémon bounce on its large stomach. Despite its apparent laziness, however, Snorlax can exhibit tremendous power when prompted. In the Pokémon the Series episode Snack Attack , Snorlax is shown to be capable of swimming in the water. Snorlax is known to appear without warning in villages and steal their food supplies, such as rice granaries, which has long been considered a disaster whenever it happens. Snorlax also tends to sleep on areas with bridges, often blocking others from crossing through. Professor Neroli does research on Snorlax, particularly on their ability to attract Pokémon around them to sleep. A lot of Pokémon tend to gather around Snorlax to sleep near it or on it. Snorlax is the only known Pokémon capable of using the Z-Move Pulverizing Pancake .",Snorlax evolves from Munchlax .
123,Scyther,1,70,110,80,55,80,105,"Scyther is a bipedal, insectoid Pokémon . Its body is primarily green and has a thin, cream-colored section between its head, thorax, and abdomen. Female Scyther have larger abdomens than male Scyther. Its reptilian head has two narrow, triangular eyes and three blunt horns extending from its forehead. Its arms end in large, white scythes, which it uses for both hunting and fighting. Two pairs of cream-colored wings extend from its back. While these wings do allow Scyther to fly, it rarely does so. Scyther's thighs have large, upward-pointing spikes. Its feet are tall, rounded, and conical, almost extending to its thighs; each foot ends in three small, white claws on its front side. Scyther is an adept hunter that tears at its prey with its scythes. Thanks to its green coloration, it can camouflage itself well in the grasslands and forests where it lives. Humans rarely encounter wild Scyther in these areas, however. Said to be like a ninja, Scyther can move so quickly that it cannot be followed, increasing the effectiveness of its scythes. It maintains the sharpness of its blades through battle as well as by cutting through hard objects, such as trees; it can cut down a massive tree with just a single slice, although it cannot penetrate Tarountula 's elastic threads. The Pokémon the Series episode Tracey Gets Bugged showed that wild Scyther form swarms with a single leader chosen through combat. When a challenger successfully defeats a current leader and replaces it, the defeated leader is exiled from the swarm. In Showdown at Dark City , it was shown that Scyther becomes aggressive when faced with the color red.",Scyther evolves into either Scizor or Kleavor .
57,Primeape,1,65,105,60,60,70,95,"Primeape is a bipedal, simian Pokémon with a round body covered in light beige, shaggy fur. There is usually a throbbing vein on the left side of its forehead, and it has triangular ears with pink insides, narrow eyes with tiny pupils, and a pink, snout-like nose. Its arms and legs are brown and have metal shackles on the wrists and ankles. This is probably indicative of a method of training with weights. The hands have no visible fingers, instead resembling mittens or boxing gloves, and the feet have two toes. Primeape is easily angered; even the slightest glance of eye contact will make it furious. When it becomes enraged, its blood circulation is boosted. This makes its muscles stronger, but at the cost of some of its intelligence. Primeape also possesses the ability to convert its anger into energy to attack its opponents with. It has sturdy vessels in its brain that keep it healthy despite its constant anger. It will chase anyone who upsets it and will not stop until it has caught up to its target. Even if it is awoken from sleep, it will groggily chase whatever woke it. Some researchers have a theory Primeape is angry even when inside a Poké Ball . In some cases, Primeape has been known to die as a result of its rage, commonly after repeatedly using its signature move Rage Fist until the blood vessels in its head burst from the force. This causes its rage to transcend its physical form and evolve into Annihilape , which may explain why Primeape is also said to look peaceful in death. In the Pokémon the Series episode Showdown at the Po-ké Corral , it is shown to have a fondness for bananas. Primeape can be found on mountains. It competes with Ursaring when it comes to searching for berries. In Paldea , Hawlucha is Primeape's natural enemy. As mentioned in Pokémon Sleep , it is very rare to find a Primeape sleeping without rage, possibly from exhausting itself. Primeape and its evolved form, Annihilape , are the only known Pokémon capable of learning the move Rage Fist .",Primeape evolves from Mankey and evolves into Annihilape .
50,Diglett,1,10,55,25,35,45,95,"Diglett is a tiny, brown Pokémon that seems to be perpetually buried within the earth, leaving only its head visible. Its small stature makes it both the lightest and shortest Ground-type . It has beady black eyes and a large, round, pink nose. A Diglett in Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team mentions that it has feet, though their size and appearance are unknown. It spends much of its time underground and has very thin skin. If Diglett is exposed to sunlight, its blood will heat up and cause it to grow weak. Diglett lives in tunnels and caves under the earth, where it feeds on tree roots and vegetables. It is known to live in burrows left behind by Onix . It also sometimes lives in burrows near forests and has even been shown to live inside of trees. Diglett digs regularly through the earth at a shallow depth, leaving perfectly tilled soil in its wake. Some farmers welcome Diglett because it tills their fields and its droppings enrich the soil, but others consider it a pest for eating their vegetables. As mentioned in Pokémon Sleep , Diglett is known to sleep underground during the night. Seeing a Diglett asleep above ground is considered to be good luck. In Generation II , Diglett and its evolved form, Dugtrio , were the only known Pokémon capable of learning the move Fissure .",Diglett evolves into Dugtrio .
95,Onix,1,35,45,160,30,45,70,"Onix is a Pokémon composed of a giant chain of gray boulders that become smaller towards the tail. Its length makes it the tallest Rock-type Pokémon. It has black eyes and a rounded snout. On top of its head is a rocky spine. As it grows older, it becomes more rounded and smoother, eventually becoming similar to black diamonds. Inside its brain is a magnet that serves as an internal compass, guiding Onix wherever they need to go and prevents them from getting lost while digging. Onix tunnels under the ground at over 50 miles (80 kilometers) per hour, which causes tremors and a terrifying roar that echoes a long way. Hard objects encountered while tunneling are absorbed into its body, which makes it very sturdy. It also consumes the boulders for food. The massive, winding tunnels it leaves behind are used as homes by Diglett . As seen in the Pokémon Stadium series , Onix is capable of rotating its head, or any part of its body, in a full 360 degrees. It is a very aggressive Pokémon that will constantly attack humans and other Pokémon when in pain, as seen in the Pokémon the Series episode To Master the Onixpected! . As seen in the Pokémon Adventures manga, Onix can be separated from its body segments in battle and be fine later on, either regenerating or reattaching to its body segments.It is said that an Onix that lives for about 100 years will evolve into a Steelix after its composition becomes more diamond-like. It can be found in mountains and caves . As mentioned in Pokémon Sleep , Onix is known on occasion to sleep while in the middle of digging through tunnels.Onix is believed to be a deep sleeper due to the protection offered by its sturdy body.",Onix evolves into Steelix .
56,Mankey,1,40,80,35,35,45,70,"Mankey is a small, simian Pokémon , similar to a New World monkey . It is bipedal and has a round body covered in whitish, shaggy fur. Its nose is similar to a pig's snout, and it has narrow, red eyes and triangular ears with brown insides. Mankey's three-fingered hands, two-toed feet, and the tip of its curved, prehensile tail are brown. Mankey specializes in physical fighting and is very aggressive and short-tempered. When angry, it begins shaking and its breathing turns rough. Its rage peaks quickly, preventing its victim from being able to flee. It will rampage until it falls asleep, but its anger remains in its dreams. This causes it to wake up and become furious all over again. However, this constant release of stress grants it a long life. Mankey can be found in the mountains , where it lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason. If it loses sight of its colony or if it is left alone to rage, its loneliness causes it to become infuriated. According to the Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team games, Mankey's preferred food is chestnuts . However, Mankey usually lacks the dexterity to peel them. It becomes agitated and rage after attempting to peel a chestnut's spiky shell. Additionally, it also appears to be fond of bananas, as seen in the Pokémon the Series episode Showdown at the Po-ké Corral . As mentioned in Pokémon Sleep , it is rare to find a Mankey sleeping without an angry look on its face.","Mankey evolves into Primeape , which evolves into Annihilape ."
19,Rattata,1,30,56,35,25,35,72,"Rattata is a small, quadrupedal rodent Pokémon . It has purple fur with a cream-colored face, paws, and underbelly. It has narrow eyes containing white sclera and pupil with red irises, rounded ears with cream-colored insides, and a single whisker on each cheek. Its long tail is tightly curled at the end. Its most notable feature is its large teeth. Female Rattata have shorter whiskers . Rattata is a fidgety Pokémon who can live wherever it can find food , which it searches for most of the day. Its long and sharp fangs, which can chew on nearly anything, continuously grow throughout its lifetime and leave it unable to eat if they become too long, so it nibbles on hard objects to whittle them down and avoid starving to death. If its Trainer doesn't give it something to gnaw on, it will end up chewing on door frames and table legs among other objects. When it is threatened, Rattata can deliver a powerful bite. It is very cautious, so it constantly keeps its ears up, even while asleep, and will immediately scurry away from the slightest sound. Furret is the natural predator of Rattata. Although it mainly lives in plains and savannas , its hardiness lets it live in many environments, including dirty ones, where it forms its nest. When it finds a place where food is available, it settles down and produces offspring. Because it reproduces so quickly, a pair of Rattata can quickly colonize an area, making it a common sight. Seeing one indicates that over 40 of them are around. As shown in Pokémon Sleep , Rattata is known to sleep sometimes with a log in its mouth. It will wake itself up with the sound of its teeth grinding if it does not take good care of them. Prior to Generation IV , Rattata and Raticate were the only known Pokémon capable of learning the moves Hyper Fang and Super Fang .",Rattata evolves into Raticate .
100,Voltorb,1,40,30,50,55,55,100,"Voltorb is a spherical Pokémon that resembles a buttonless Poké Ball with eyes. The top half is red, while the bottom half is white. Because of its resemblance to Poké Balls, it is thought that it was created when one was exposed to an energy pulse. This is supported by the fact that its components do not occur naturally. Voltorb is generally found in power plants and other areas with electric fields where it feeds. It was first discovered in the plant where modern Poké Balls were invented. It has a volatile temperament and will explode if agitated or bumped by the slightest contact. Due to being constantly mistaken as a Poké Ball , Voltorb has reportedly zapped many humans as a result.",Voltorb evolves into Electrode .
94,Gengar,1,60,65,60,130,75,110,"Gengar is a dark purple, bipedal Pokémon with a roundish body. It has red eyes, a wide mouth that is usually curled into a sinister grin, and pointed ears. On its back are numerous spikes, and it has smaller spikes on top of its head similar to tufty fur. Its arms and legs are short with three digits on both its hands and feet. It also has a stubby tail. Gengar has the ability to hide perfectly in the shadow of any object, granting it exceptional stealth. Its body acts as a heat sink , cooling the temperature of the surrounding area by nearly 10 °F (5 °C) by absorbing its warmth. It is shown in Pokémon the Series that Gengar can fly,turn intangible,possess peopleand other Pokémon, create illusions, pass through dimensions,and extend its tongue by several meters.In certain media, such as POKÉMON Detective Pikachu and the Pokémon Ranger series , it is also able to create copies of itself. Gengar is very mischievous, and at times, malicious. It enjoys playing practical jokes and casting curses, such as pretending to be one's shadow during a full moon, then behaving erratically, or attacking people who get lost in the mountains. When the quarry notices, Gengar takes delight in its victim's terror. However, it has been known to be loyal to a Trainer who treats it well. It waits in people's shadows or the dark areas of their homes before stealing their life force. This is because it was once a human and wishes for a traveling companion. Being the result of Evolution via trading , Gengar is rarely found in the wild, though they can be found in caves and dark places where shadows form. As mentioned in Pokémon Sleep , Gengar is known to sleep deeply while hiding in the shadow of a target it plans to curse. In Generation I , Night Shade was Gengar's signature move .",Gengar evolves from Haunter and is the final form of Gastly .
92,Gastly,1,30,35,30,100,35,80,"Gastly has no true form, due to 95% of its body being poisonous gas, with the other 5% believed to be made up of the souls of those who died from the gas. However, it consistently appears as a black, spherical Pokémon surrounded by a purple haze. Gastly has a wide, pink mouth with two visible fangs. Though its eyes seem to extend past its round body, visible eyelids surround them. It produces a faint, sweet smell. The toxic gas surrounding the main body can induce fainting and suffocation, and it is capable of enshrouding an enemy of any size. Gastly's gaseous form makes it one of the lightest Pokémon in existence. The Pokémon the Series episode The Tower of Terror suggests that Gastly has a playful personality, often frightening and playing pranks on people for fun. However, in the episode A Shipful of Shivers , it shows a willingness to preserve or pass on the memories of departed humans. It is also shown in The Ghost of Maiden's Peak changing form and creating illusions, and it is capable of phasing through solid objects and forming tangible hands out of its gasses. Gastly can be found within caves and old, dilapidated buildings, but may also be seen outdoors during nighttime. Its gaseous body will dwindle away when exposed to strong winds, so they huddle together in decent-sized groups under house eaves to avoid the wind. It may also cause flickering lights in abandoned houses. As mentioned in Pokémon Sleep , Gastly is known to sleep while floating.A sleeping Gastly is said give a sudden surprise should someone approach it. In Generation I , Night Shade was its signature move .","Gastly evolves into Haunter , which evolves into Gengar ."
91,Cloyster,1,50,95,180,85,45,70,"Cloyster is a black bivalve mollusk Pokémon . It is encased inside a light-gray shell, which is surrounded by a second jagged, blue-violet outer shell casing. It has one barb-like spike protruding from above its head, and multiple conical horns on its outer shell. Its shell is harder than a diamond with spikes that are even harder; harsh tidal currents will affect the size and sharpness of these spikes. On its pearl-like face, it has two white eyes and a mouth. Aside from its face and head, its internal anatomy has never been seen. Once it has shut itself in, it is impossible to open its shell from the outside. This impressive defense allows it to withstand anything from a bomb blast to even a missile strike. Cloyster typically only opens its shell to attack an opponent. However, it is fully capable of retaliating against any enemy with its shell tightly closed. With rapid succession, it launches its spikes at the foe, keeping them repelled. The same projectile system it uses to launch its spikes is also used for swimming. It swallows seawater and then ejects it towards the rear, pushing it through with siphon-jet propulsion. Being the result of Shellder evolving through an Evolution stone , Cloyster is rarely found in the wild, though they can be found on the sea floor , nestled among the rocks and coral; however, it will actively hunt on land for Slowpoke tails. Cloyster and its pre-evolved form, Shellder , are relatives of Gastrodon . Kingler is a natural predator of Cloyster. In Generation I , Clamp was its signature move . Additionally, prior to Generation V , Cloyster and its pre-evolved form, Shellder, were the only known Pokémon that could have Skill Link as an Ability .",Cloyster evolves from Shellder
70,Weepinbell,1,65,90,50,85,45,55,"Weepinbell is a pitcher plant Pokémon with a yellow, bell-shaped body. Above Weepinbell's circular eyes are three small green spots and a small, brown hook-shaped stem. It has wide, gaping mouth with pink lips. On each side of its body is a large, green leaf. Weepinbell camouflages itself as a plant in the forest whilst awaiting an unwary victim. When its prey draws near it sprays poison powder to immobilize the target before melting it with its internal acids. It oozes a neutralizing fluid that prevents these internal acids from melting its own body. It will also slice its prey too large to consume into pieces with its razor-sharp leaves. Weepinbell live in temperate forests and jungles where it hangs from tree branches by its stem to sleep. If it moves around during sleep, Weepinbell may slip and awaken to find itself on the ground. As mentioned in Pokémon Sleep , Weepinbell is known to sometimes sleep undisturbed, even after falling down to the ground .",Weepinbell evolves from Bellsprout and evolves into Victreebel .
148,Dragonair,1,61,84,65,70,70,70,"Dragonair is a long, serpentine reptilian Pokémon with sky blue scales and a white underside. It has a rounded snout, oval purple eyes, and a small, white horn on its forehead. On each side of its head is a small, stylized wing, which is white and curves into a swirl at the base. Three blue, crystal orbs adorn its body: one on its neck and two on its tail. Dragonair emits a gentle aura that gives it a mystical appearance. As seen in Pikachu's Rescue Adventure , it can make its wings grow larger in order to fly, but otherwise moves through the air unaided. Dragonair hosts a large amount of energy within its body, which it can discharge through the crystals on its neck and tail. This causes its body to brighten and give off a different aura that changes the weather in its vicinity. As a result, Dragonair has been referred as a ""divine Pokémon"" since ancient times by agricultural peoples. Dragonair is a rare Pokémon that inhabits pristine seas and lakes . The lakes Dragonair lives in are usually filled with offerings from people in gratitude. It is said that a person who sees a Dragonair at the start of a year will be healthy for the whole year. As mentioned in Pokémon Sleep , Dragonair is known to channel power and change the weather even while it sleeps. In Generation II , Dragonair and its evolutionary relatives were the only known Pokémon capable of learning the move Outrage , but other Pokémon could still inherit it via breeding .",Dragonair evolves from Dratini and evolves into Dragonite .
7,Squirtle,1,44,48,65,50,64,43,"Squirtle is a small reptilian Pokémon that resembles a light-blue turtle . While it typically walks on its two short legs, it has been shown to run on all fours in Super Smash Bros. Brawl . It has large, purplish, or reddish eyes and a slightly hooked upper lip. Each of its hands and feet has three pointed digits. The end of its long, squirrel-like tail curls inward. Its body is encased by a tough shell that forms and hardens after birth. This shell is brown on the top, pale yellow on the bottom, and has a thick white ridge between the two halves. Squirtle's shell is a useful tool. It can withdraw into its shell for protection or to sleep. The grooved, rounded shape helps to reduce water resistance, allowing the Pokémon to swim at high speeds. Squirtle can spray foamy water from its mouth with great accuracy. Squirtle is scarce in the wild, although it can be found around small ponds and lakes . Squirtle can also be found residing around rivers in mountainous regions, as shown in Pokémon Snap and Pokémon Scarlet and Violet . In the Pokémon the Series: The Beginning episode Beach Blank-Out Blastoise , Squirtle is shown to be found living on secluded islands with other members of their evolutionary line. Sharpedo is a natural predator of Squirtle. As shown in Pokémon Sleep , Squirtle is known to sleep by withdrawing its limbs and head into its shell to protect itself from threats. In Generation II , Squirtle and its evolved forms were the only known Pokémon capable of learning the move Skull Bash naturally, but other Pokémon could still inherit it via breeding .","Squirtle evolves into Wartortle , which evolves into Blastoise ."
25,Pikachu,1,35,55,30,50,40,90,"Pikachu is a short, chubby rodent Pokémon . It is covered in yellow fur with two horizontal brown stripes on its back. It has a small mouth, long, pointed ears with black tips, and brown eyes. Each cheek is a red circle that contains a pouch for electricity storage. It has short forearms with five fingers on each paw, and its feet each have three toes. At the base of its lightning bolt-shaped tail is a patch of brown fur. A female Pikachu has a ""V""-shaped notch at the end of its tail, which looks like the top of a heart. It is classified as a quadruped, but it has been known to stand and walk on its hind legs; therefore, Pikachu is a facultative biped. Pikachu stores electric energy using the small pouches in its cheeks in case it is attacked, so one might feel a small shock if it is touched. These pouches become electrically charged during the night as it sleeps, so a dozy Pikachu may occasionally discharge electricity after waking up. If it does not get enough sleep, it will not be able to release said electricity at its full power. When angered or threatened, Pikachu quickly unleashes the electric energy from its cheeks, which can reach the intensity of a lightning bolt. This also serves as a sign that it's wary, and it will feel stressed if it's unable to fully release the electricity. In Sparks Fly for Magnemite , Pikachu is shown to accumulate energy in its glands, which it will need to eject to avoid complications. When several Pikachu form a group, they are capable of causing thunder storms by building up electricity. If one Pikachu sees another one who is weakened and in need of help, it revitalizes it by recharging it with an electric shock. In Alola , a plan was recently announced to help build an electric power plant by gathering many Pikachu. If its cheek sacs are very soft and stretchy, this means that it can generate powerful electricity. As shown in Pokémon Sleep , Pikachu is known to emit electricity through its cheeks while sleeping, perhaps because it's dreaming of firing electric shots. Pikachu is a curious, playful, and intelligent Pokémon who primarily eats fruits and roasts Berries with its electricity to make them tender enough to eat. However, it can end up accidentally burning them too much if it underestimates the intensity of its charge, as it has a tendency to blast new things it finds. In The Electric Tale of Pikachu , it is also depicted eating and sometimes destroying telephone poles, wires, and other electronic equipment. Pikachu raises its tail to monitor its surroundings and bites people who yank it, as it does not like having it pulled. While doing this, its tail is sometimes struck by lightning. Wild Pikachu live in forested areas away from people and with others of its kind in nests, as seen in the Pokémon the Series episode Pikachu's Goodbye . Such forests are dangerous, though, as trees there are often struck by lightning. When Pikachu meet, their tails make contact and they exchange electricity through them to greet each other. Relatedly, in A Plethora of Pikachu! , it is shown that Pikachu from Alola are known to greet each other by sniffing one another and rubbing their tails together. In the Pokémon Adventures manga, it is considered exceptionally rare, though it seems to be a quite common Pokémon in other forms of media. Many Pokémon Trainers prefer Pikachu's cute appearance over Raichu 's, which is why the latter is not commonly seen among them. Because of the popularity of Pikachu-themed merchandise, Mimikyu dresses itself in a Pikachu cloth in an effort to look less scary and make friends and appease its loneliness.Unfortunately, its creepy costume only ends up doing the opposite. By occasion, Pikachu can get unintentionally swallowed by Cramorant . While startled, it looks for ways to escape from the latter. Pikachu, along with Pichu and Raichu, is related to Pachirisu .",Pikachu evolves from Pichu and evolves into Raichu .
71,Victreebel,1,80,105,65,100,60,70,"Victreebel is a pitcher plant Pokémon with a bell-shaped body. It has a gaping mouth with a swollen pink lip and two sharp teeth on the bottom. Its semicircular eyes appear directly under its mouth and it has several dark green spots on its body. On either side of its body is a large green leaf. Covering Victreebel's mouth is a leaf with a long, brown, yellow-tipped vine growing out of it. The acid produced by Victreebel can corrode any material, regardless of its hardness. Victreebel is said to live in huge colonies deep in jungles, although no one has ever returned from there. Being the result of exposure to an Evolution stone , Victreebel is rarely found in the wild, though they can be found in temperate forests and jungles . The vine on its leaf is flicked to mimic an animal in order to attract prey. It also produces a sweet scent of nectar or honey to further aid in luring its victims. Acid that has dissolved numerous prey becomes sweeter and even more effective at attracting prey. In the Pokémon Adventures chapter A Hollow Victreebel , Victreebel hoards food, usually small birds and rodents, and collects Leaf Stones to perform Evolution rituals at night to help Weepinbell become Victreebel as well. As mentioned in Pokémon Sleep , Victreebel is known to sleep with its mouth open to draw in prey.Very rarely however, it forgets about luring in prey and instead chooses to sleep face down.",Victreebel evolves from Weepinbell and is the final form of Bellsprout .
4,Charmander,1,39,52,43,60,50,65,"Charmander is a bipedal, reptilian Pokémon with a primarily orange body and blue eyes. Its underside from the chest down and the soles of its feet are cream-colored. It has two small fangs visible in its upper jaw and two smaller fangs in its lower jaw. A fire burns at the tip of this Pokémon's slender tail, which has blazed there since Charmander's birth. The flame can indicate Charmander's health and mood, burning brightly when the Pokémon is strong, weakly when it is exhausted, wavering when it is happy, and blazing when it is enraged. It is said that Charmander would die if its flame were to go out. However, if the Pokémon is healthy, the flame will continue to burn even if it gets a bit wet and is said to steam in the rain. Charmander can be found in hot, mountainous areas . It has been recently seen living in the Terarium of Blueberry Academy . However, it is found far more often in the ownership of Trainers . As seen in Pokémon Snap and New Pokémon Snap , Charmander exhibits pack behavior, calling others of its species if it finds food and watching the flames on each other's tails to ensure they don't go out. As shown in Pokémon Sleep , Charmander is known to sleep while curled up. Supposedly, it draws warmth from the flame on its tail. During quiet nights, the sounds of its flame can be heard by listening carefully while Charmander sleeps.","Charmander evolves into Charmeleon , which evolves into Charizard ."
120,Staryu,1,30,45,55,70,55,85,"Staryu is a golden-brown, echinoderm Pokémon with faceted skin and five appendages. These appendages surround an exterior organ called the core. The core resembles a golden metal casing with a red gem in the center, which is held in place by a golden ring looped around Staryu's lower left point. Staryu have no jointed limbs to speak of, instead using their psychic powers to move themselves around. If any of Staryu's appendages are lost or eaten by predators like Lumineon , it is unharmed and can grow them back with ease provided the core is still intact. When the sun goes down, Staryu's core glows its brightest. Many Staryu will float from the seafloor to the surface and align themselves with stars of the night sky as their core flickers, displaying a connection with the celestial bodies of space. In the Pokémon the Series: The Beginning episode Bye Bye Psyduck , it is shown that if Staryu becomes weak, its core will grow faint and flash slowly. During the ends of summer, groups of Staryu tend to gather while lighting up in a steady rhythm. Staryu can be found at the very bottom of the ocean on the seafloors . However, there are times when Staryu finds itself in rivers that lead into the ocean, as seen in Pokémon Snap . In Generation III , Camouflage was its signature move . In the Pocket Monsters Encyclopedia , and the original Japanese version of the Pokémon the Series: The Beginning episode The Water Flowers of Cerulean City , Staryu is classified as hermaphroditic .",Staryu evolves into Starmie .
48,Venonat,1,60,55,50,40,55,45,"Venonat is an insect Pokémon with a spherical body covered in purple fur. The fur releases a toxic liquid and it spreads when shaken violently off their bodies. A pink pincer-like mouth with two teeth, stubby forepaws, and a pair of two-toed feet are visible through its fur. Its limbs are light tan. There is also a pair of white antennae sprouting from the top of its head. However, the most prominent feature on its face are its large, red compound eyes . Venonat's highly developed eyes act as radar units and can shoot powerful beams. Venonat can be found in dense temperate forests , where it will sleep in the hole of a tree until nightfall. It sleeps throughout the day because the small insects it feeds on appear only at night. Both Venonat and its prey are attracted to bright lights.",Venonat evolves into Venomoth .
134,Vaporeon,1,130,65,60,110,95,65,"Vaporeon is a Pokémon that shares physical traits with both aquatic and land animals. Its body is light blue with a dark blue marking around its head and a spiky ridge down its spine. It has black eyes and a tiny black nose. There is a white fin encircling its neck and three fins with cream-colored webbing on its head. Two of these fins are on either side of its head, similar to ears; and one is directly on top of its head, resembling a dorsal fin . Vaporeon is a quadruped with three small toes on each foot and dark blue paw pads on the hind feet. A spontaneous mutation caused Eevee to grow fins and gills to become better suited to an aquatic lifestyle. Vaporeon lives close to clear waters and is often found quietly resting by its preferred habitats, which are beautiful and clean freshwater lakes and shores, though it has also been observed in coastal ocean waters near coral reefs and blue holes. It is mostly found in urban settings under the ownership of a Pokémon Trainer . Vaporeon's split tail fin, which is used for swimming, has been mistaken for a mermaid's in the past and is believed to be the origin of mermaid folklore. It freely controls water and can melt into it to become invisible thanks to its cell structure being similar to water molecules. As a result, it can remain camouflaged while swimming to ambush its prey, which consists of fish Pokémon. Vaporeon can detect moisture with its fins, which vibrate when it senses incoming rain.",Vaporeon evolves from Eevee .
2,Ivysaur,1,60,62,63,80,80,60,"Ivysaur is a quadrupedal amphibian Pokémon that has blue-green skin with darker patches. On top of its head are pointed ears with black insides, and it has narrow red eyes. Ivysaur has a short, rounded snout with a wide mouth and two pointed teeth in its upper jaw. Each of its feet has three claws on them. The bulb on its back has bloomed into a giant pink bud. A short brown trunk surrounded by leafy green fronds supports the bud. The weight of the plant prevents Ivysaur from running fast and standing on its hind legs, forcing its legs to grow sturdy. When its flower is ready to bloom, it gives off a distinct, sweet-smelling aroma and starts swelling. Ivysaur will also start spending more time in sunlight in preparation for its upcoming Evolution . Exposure to sunlight adds to the strength of both Ivysaur and its plant. Ivysaur is typically found in plains . As shown in Pokémon Sleep , Ivysaur is known to sleep in sunny spots while undergoing its photosynthesis process. Researchers cannot decide if it is awake or asleep during this process.",Ivysaur evolves from Bulbasaur and evolves into Venusaur .
98,Krabby,1,30,105,90,25,25,50,"Krabby is a crustacean Pokémon with a strong outer shell protecting its small body. Its upper half is red and has its eyes and two small spikes on the top of its head. Its light tan arms are also connected to its upper body. Its lower body is light tan and doubles as its jaw with two fangs overlapping its upper body. Its hips are visible on the lower front of its body connected to its four long, thin legs. Each leg has a single, claw-like foot. The main features of Krabby's body are the two large, red pincers at the end of its arms. Krabby uses them as its main form of offense, and as a form of balance. Sometimes, Krabby may lose a claw during battle or have a damaged claw forcibly removed. However, the claw regenerates over a short period. In the wild, Krabby lives near the edge of water in both fresh and salt water. Krabby is most commonly found on beaches where it burrows in the sand. In times of scarce food sources, it may eat sand to regain nutrients and will be very aggressive in defending its home. Its main form of defense is creating foam to shroud its body, in order to confuse opponents into thinking that it is bigger than it actually is. As seen in the Pokémon the Series episode Mystery at the Lighthouse , Krabby generally keeps to itself, but will quickly defend itself if provoked. Prior to Generation III , Krabby and its evolved form, Kingler , were the only known Pokémon capable of learning the move Crabhammer .",Krabby evolves into Kingler .
